IMAGE	IMAGE
助川	じゃなくて、助川さんによろしくねー♪
サンビカ	サンビカ？
キルラキル	キルラキルなの
マコ	頭の中でマコが「今行くからね、流子ちゃぁぁぁん！」って言ってる
流	頭の中でマコが「今行くからね、流子ちゃぁぁぁん！」って言ってる
ぁぁぁん	頭の中でマコが「今行くからね、流子ちゃぁぁぁん！」って言ってる
挿入	挿入歌だよね？
OP	後半のOPも好き
エイル	エイルちゃんじゃないんだよなぁ|藍井エイルに感謝
ガマ	ガマ先輩最後イケメン！
先輩	ガマ先輩最後イケメン！|先輩呼び！憧れる|こっちも先輩と患者さんからのオープンエロに苦笑いですよー|夜勤一緒だった先輩と、仕事あがりにモーニング奢ってもらったよー。すごく褒めてくれた|先輩と同期と電車乗ってる|先輩、園児のお子さん連れてるし、そろそろお開きかなって
最後	ガマ先輩最後イケメン！|最後の一枚だった！ついてます|カラオケ最後の曲だからもうすぐ帰るよー|晩ごはんどうしよう？最後の休憩で海老名サービスエリアまで来たよー。
パァン	パァンっ！
ラン	ランウェイを歩く笑顔の裏側ー
ウェイ	ランウェイを歩く笑顔の裏側ー
笑顔	ランウェイを歩く笑顔の裏側ー
裏側	ランウェイを歩く笑顔の裏側ー
旦那	旦那さんになった方をたてますよ！
ノリ	私もノリは軽くないからね
仕事場	仕事場のしおんちゃんはOFFっぽいんかな
OFF	仕事場のしおんちゃんはOFFっぽいんかな
たい	たいせい？
声	声はすっごくかわいいけどね！|声聴きたいです（இ﹏இ`｡)|声聴きたい|声優みたいだね！意外な声！って|びっくりして診察室で変な声でた|うん。諒さんの声もちょっと聞きたい気持ちもあるんだけどね（＾_＾）
クッキー	クッキー作ってるから慌てずにね|クッキーに描く絵を下書きしてます。
下書き	クッキーに描く絵を下書きしてます。
相方	相方さんとランチ行ってきます！|相方さんとプリ撮ってきました。|明日、相方さんとランチいってきます。
ランチ	相方さんとランチ行ってきます！|明日、相方さんとランチいってきます。|ちょっと帰り道で迷ったので、とよ八のランチ600円食べふ
プリ	相方さんとプリ撮ってきました。
買い物	いいお買い物できたかな？|ユニクロに買い物いってきた|お買い物してます|薬局で買い物してて遅くなった！|アルカキットで買い物|アキバで買い物中|錦糸町に買い物いってきますー|ちょっと買い物ででてます
水草	水草！
イースト菌	イースト菌すごい！
キャス	お勉強キャスで見張ってもらってます！
中断	中断するね！まって
実技	昨日書いた実技の手順です|今日の実技も合格したよ！
手順	昨日書いた実技の手順です
実写	実写の次元がたまきてつじ。|マーズ実写は北川玲子がしてたよw
次元	実写の次元がたまきてつじ。
たまき	実写の次元がたまきてつじ。
てつ	実写の次元がたまきてつじ。|もしかしてついったーみてた？
刺激	刺激的でした！
誰	誰もいないところを指差して話しかけてる…。
指	誰もいないところを指差して話しかけてる…。|いままで使ってた機械で指刺してるから測定はできるんだよ。|ペーパークラフトの指環。式の招待状とかに使えそうなの
お腹	お腹空いたよ〜何食べようかな？|お腹ぽんぽん|すごい！お腹ぽんぽんやん|お米か麺が良いなぁ。和でも洋でも伊でも。お腹グーペコですﾉ
顔	顔文字がいつもと違うw|おそめさんいい顔してるねー♡みんな楽しそうだー|起きて顔洗います♡|顔マッサージおわったー|顔がね少し明るくなったよ|どや顔
文字	顔文字がいつもと違うw|諒さん文字入力中の表示だったから、なにかなーって
鳥	鳥肉の煮物！
肉	鳥肉の煮物！|お肉買い忘れた！諒さん、帰りに豚肉買える？|お肉切らした！サミットいってきます|ううん、玉子の焼き具合とか、お肉ちゃんと味見できなかったから|お土産も頂きました！松阪肉瓶詰め三種！|お肉と野菜炒めの予定です
煮物	鳥肉の煮物！|明日はおやすみだし、ゆっくり煮物を作ってます
点検	おはよう！学校着いたけど、点検で30分まで入れない
コンビニ	コンビニ寄って買っちゃった♪|コンビニまでおつかい|コンビニのパスタで済ませちゃった|コンビニに白靴下って置いてないんだね|コンビニで切手買ってハガキ出してください
お菓子	お菓子買ったらジョジョのクリアファイルついてきたの|前からハロウィンのお菓子のお話してて、お互い送り合おうか？って話まではなってたんだけど、本名と住所がね〜wって私が濁してたから、つい思いつきで話してしまったの
ジョジョ	お菓子買ったらジョジョのクリアファイルついてきたの
クリア	お菓子買ったらジョジョのクリアファイルついてきたの
ファイル	お菓子買ったらジョジョのクリアファイルついてきたの
合格	今日の実技も合格したよ！|多分今回の実習は合格したよ|合格でしたー！
薬	お薬飲むのよ|私は今日、診察とお薬買ってきました！泣きそうです|雨強いから風邪ひかないようにね！あと、寒くなるからお薬忘れずに|お薬も飲んだ？|そっちは雨強そうやね！お薬飲むんやよ|あ、寝る前の薬うってくる|うん、薬剤師いたら飲んでる薬のこと言うんだよっ|お薬もらってきました|いまお薬待ち|薬飲めた？|薬局で薬もらったら帰ろうかな|薬を切らさずに流し続けるって、健常者に近い状態だからね〜ヽﾉ
半	半にね
ツバメ	ツバメϵ϶
ϵ϶	ツバメϵ϶
顎	したから撮ったから顎かな？巣はこれから作るみたい！
巣	したから撮ったから顎かな？巣はこれから作るみたい！
ポケモン	昨日はポケモン配信に挑戦してみたよ！見直したらつまらなかった
配信	昨日はポケモン配信に挑戦してみたよ！見直したらつまらなかった
草	草書きですが
説明	さっきお父さんに説明するのに家系図かきましたw|説明で1日過ぎました。。。疲れたよ〜。
家系	さっきお父さんに説明するのに家系図かきましたw
ぱちおは	父「一度も見たことない。」私「長男が読んでたのが次男、私へ回って読んでるの。」父「ぱちおは？」私「ぱちおも読んでるよ。」
ぱちおも	父「一度も見たことない。」私「長男が読んでたのが次男、私へ回って読んでるの。」父「ぱちおは？」私「ぱちおも読んでるよ。」
補足	補足情報で伝えようかw
太郎	アニメ承太郎は少し優しい印象が強くて母性本能をくすぐられそうです！
母性	アニメ承太郎は少し優しい印象が強くて母性本能をくすぐられそうです！
本能	アニメ承太郎は少し優しい印象が強くて母性本能をくすぐられそうです！
杏子	杏子！
セーラー	服はセーラームーン戦士だよw
ムーン	服はセーラームーン戦士だよw
戦士	服はセーラームーン戦士だよw
プリキュア	足したらプリキュアっぽくなった
マーズ	マーズ実写は北川玲子がしてたよw
北川	マーズ実写は北川玲子がしてたよw
玲子	マーズ実写は北川玲子がしてたよw
スーツ	スーツは素晴らしいよ♡♡|今日はスーツです！|こんにちは！スーツの季節|スーツ！|スーツも持っていかないと|スーツで向かってます
♡♡	スーツは素晴らしいよ♡♡
弁当	お弁当つめますっ|お弁当２つ貰ったのでそれを晩ごはんにしようかと|お弁当大丈夫だった？|昨日のお弁当野菜多目だったけど足りたかな？|ちゃんと弁当分残してたのね
会社	どうしても終わらせたい会社なのね…|会社と思えないよ|会社？|諒さんの会社からメール確認して欲しい！って連絡ありました
手当て	手当てが出るならまだぎりぎりホワイト
ホワイト	手当てが出るならまだぎりぎりホワイト
なん	な、なんやてー！|なんもしないでしょ？お茶飲むだけだと|なんの用事かしら…こわ
急ぎ	お急ぎで！
花	うん！花金だし楽しんでね|行ってらっしゃい花金がんばろーねー|名倉さんに電話で聞いたよー。お花の見積もりが今日出来そう。なので挙式後にまとめて支払いお願いしますとのことでした！
姉さん	お姉さんと銭湯行ってきます|心配ならついて来てもらっても良いのよ諒さんよりお姉さんなのだ。神奈川の人なのです。|お姉さん大喜びだね|うんうん。あとお姉さんとも会うことになりました|お姉さんでしょー？|ちえ姉さんに服もらったんだ
銭湯	お姉さんと銭湯行ってきます
ドミニオン	ドミニオン？？
ニモ	ニモ
ブクマ	ブクマしましたノ
タイツ	白タイツ買いました|手術室の実習はスカートに白タイツが鉄則らしいです
手術	手術室の実習はスカートに白タイツが鉄則らしいです
スカート	手術室の実習はスカートに白タイツが鉄則らしいです|スカートとかズボン見に行ったんだけど、気に入っちゃいました。
鉄則	手術室の実習はスカートに白タイツが鉄則らしいです
ご飯	諒さんとご飯いいなぁ！|仲良し5人でご飯たべます|ご飯食べ終わって、お風呂入ります|お昼ご飯食べてきたよー|ご飯たべてくるー|お昼ご飯食べて、かえってきたよー|いまから晩ご飯|兄と晩ご飯なので、帰りは10時くらいかと|席近めんばーとご飯食べてきます|夕飯はあとご飯が炊けるのを待ってる感じです|ご飯お家でつくります|ご飯食べてから帰ります|お昼ご飯にパベポ食べに行ってくるー|んで、ご飯も食べよう|うーん、ご飯の支度まだだし帰るね|先にご飯食べるね|晩ご飯は？食べてくるのね？|錦糸町でご飯食べて、いまバス！|お昼ご飯食べる！活動はじめるよ！|こんにちは！お昼ご飯じゃー|ご飯できた。|雄哉くん、泊まりじゃなかった！晩ご飯食べて23時のバスで帰るとのこと。|諒さん、ご飯作ってください|お昼ご飯急いで作ったから、|ご飯は炊けてる、おかずこれから作るよ！体があったまるものね|小岩駅前のフルーツパーラー&珈琲専門店にてお昼ご飯です|お店入れなかったので帰ってからご飯にします|適当にご飯食べて帰りますね|ご飯済ませた？|16日のお昼ご飯か晩ごはんは実家で作るわ！|お昼ご飯はユウさんと一緒に食べよう|お昼ご飯にエビフライ🍤どう？|サイゼリヤに移動してご飯済ませました。|朝昼ご飯はかにぱんとホットぶどう🍇ジュース
ナポリ	ナポリタン作りました
タン	ナポリタン作りました
らん	春らんらん|あららん
歯みがき	歯みがきします！
サクッ	うん！サクッと終わらせよう
連休	4連休ですね|連休で？|10月18〜19日か11月は1〜3の三連休か|4連勤務からの4連休〜〜！|2連休ですし|4連休！
支度	支度もしなくちゃね！|うーん、ご飯の支度まだだし帰るね
ぱちおくん	ぱちおくん来てるー|ぱちおくん、予定より早く終わったって
母親	母親もいるのに平気で膝枕してくるからね
平気	母親もいるのに平気で膝枕してくるからね
膝枕	母親もいるのに平気で膝枕してくるからね
夢	つらいこと？夢でよかった。
人	結構人多いねー|指導者さんは厳しくもいい人そう。|お兄さんって言ってた人かな|諒さんのおばあちゃん、ほんとに人が良さそう|諒さん、珍しい苗字の人周りに多いね|昨日の人！|浦野さんてコミュニケーション難しい人が当たること多いね、って言われて気付いたわ|心配ならついて来てもらっても良いのよ諒さんよりお姉さんなのだ。神奈川の人なのです。|あとは、諒くんがどんな人か会いたい。とのことです|いま看護ルーの人と電話終わったから6時30くらいの特急で行きます。|ええ人やなぁ⁄⁄ﾃﾚﾃﾚ|招待する人書き出してるー。きっと起きてます|友達の住所ない人は|バスで別の駅へ流れようとする人でやや混み。|退院する患者さんみて興奮して「俺も帰る！！」って人や|朝から点滴針2人入れて、昼ごはん介助しながら合間みて興奮してる人の相手してる前半戦|ヘルパーさん仕事してる人もいるけど、こうしてほしいって指示出してるのに「あらぁ〜」って他人事で見てるのかなしい😢|ニッセイの人からメールの返事ちょうだいっだって
新郎	新郎さんは何歌ったの？
お待ち	私も入らずにお待ちしてます|ご帰還お待ちしております！|SIREN見ちゃってビビりながらお待ちしてます
ゴールデンウイーク	ゴールデンウイークだね
運転	諒さんも運転おつかれー！|お迎えは私が運転してきます|父さんが仕事で使う小さいトラックで申し訳ないけど、運転できるのそれだけなの|ついでに運転免許証書き換えに警察署まで来たけど、慣れないから遠い感じバッチリやで👍
あやの	あやのちゃんのお家にお泊りです！
泊り	あやのちゃんのお家にお泊りです！
言葉	それはなんか響く言葉だねw
\*✲	ただいまっ*✲ﾟ*｡ 
ﾟ	ただいまっ*✲ﾟ*｡ |カイロがいる…Σ（ﾟдﾟlll）|おとつい登録したサイトから電話がありました…Σ（ﾟдﾟlll）
\*｡	ただいまっ*✲ﾟ*｡ 
ぷいんします	すかいぷいんします
健康	健康的|健康しこうですか！|健康診断おつかれさま！|健康診断もお疲れ様でしたね！朝ごはん抜きのぶん、好きなもの作るから！
だめ	私も眠いよ〜、あと30分学校から帰っちゃだめって|カメルーンは知ってた！イングランドだめかぁ|だめええ|「この子、食べちゃだめだよ。僕が食べるからね」って！|満席で予約だめでしたー！|予約だめでしたー。20組待ちなので別のお店探すね〜
腰	腰がいででで|まだ腰いたいよ|腰が痛いです
お互い	お互いがんばったね|私も実習始まるし、お互い忙しくなりそうね|前からハロウィンのお菓子のお話してて、お互い送り合おうか？って話まではなってたんだけど、本名と住所がね〜wって私が濁してたから、つい思いつきで話してしまったの
過酷	なんて過酷なの
診察	私は今日、診察とお薬買ってきました！泣きそうです|診察まだよー。|呼ばれた！もうすぐ診察|びっくりして診察室で変な声でた|いま看護相談おわったところー。これから医師との診察？だー|診察時間も短めで良いかもね、って
ターバン	ターバン野口英男
野口	ターバン野口英男
英男	ターバン野口英男
折	折ました
銀時計	銀時計で待ち合わせしよう|銀時計前にいるね、！
待ち合わせ	銀時計で待ち合わせしよう|グループメンバーの向井さんと待ち合わせしてる|待ち合わせは新小岩が良いな。荷物置きたいです|そこで待ち合わせ|北口待ち合わせー
トイレ	トイレこんでた！|ちょっとトイレ|西館２階のトイレいってきます|トイレにいってます|ひとつ上の階のトイレにいってます|トイレ行ってから！
そっち	そっちにむかってます|そっちは雨強そうやね！お薬飲むんやよ|そっちも強風域だしね|そっち行こうか
時計	時計シンプルで使いやすそう！ありがとう
シンプル	時計シンプルで使いやすそう！ありがとう
長旅	長旅いつもごめんね
\/\/\/\/	////|はいっ////
母	母の日サラダ作りました|母と電話してまーす
サラダ	母の日サラダ作りました
作成	作成はおとーさん。私は盛り付けだけねw
体重	体重1kg減ってたよ
kg	体重1kg減ってたよ|1kgのパック
森本	浦野ヘラヘラするなーwって森本さんにずっと言われてたw
さん	かのさんw
かな	田邊は、かなさんw|小さなうどん かな？
地震	千葉の地震大丈夫だった？|地震速報びっくりした
震度	震度4ってニュース流れたから
ニュース	震度4ってニュース流れたから|いまニュースに変えて様子見
風邪	雨強いから風邪ひかないようにね！あと、寒くなるからお薬忘れずに|家族にも風邪の疑いが出てきたから体力回復せねば|寝室の小物入れに風邪クスリあったかも
真っ白	真っ白だからね
アナログ	アナログとデジタルで描いたよー
\⋆\*	おやすみなさいっ⋆*ೃ:.✧|早いねー⋆*ೃ:.✧|おはよ〜う⋆*ೃ:.✧
:\.✧	おやすみなさいっ⋆*ೃ:.✧|早いねー⋆*ೃ:.✧|おはよ〜う⋆*ೃ:.✧
撮影	撮影時間長かったー|あさって、造影検査、しあさってにレントゲン撮影の予約しましたー
礼服	礼服いただきました！
ぼん	ぼんきゅぼん になりたい
ゅぼん	ぼんきゅぼん になりたい
現状	現状維持します！
維持	現状維持します！
bitween	次男がbitweenどんなのか知りたいって言ったから
都内	8万都内なら安いね
カレンダー	私はカレンダーに実習の予定を書いてました
色	はい。色塗ってない平日は学校でテスト三昧です|畳の部屋の明かりの色はやや赤めが良いな
三昧	はい。色塗ってない平日は学校でテスト三昧です
憂うつ	昨日の夜考えたら憂うつになったよ
おなか	おなかに鈍痛ですあうあ
鈍痛	おなかに鈍痛ですあうあ
美容	二時から美容院！|もうすこしですね！美容院いってらっしゃい|美容院いってこます
__	えええ__
海	いま海から帰宅中|海が見えるしボーダーのデザインにします！|値段は最安価、海側の部屋の値段みたい〜|海だーー！！
帰宅	いま海から帰宅中
髪	髪切りました|髪切って帰ります|髪切りに行きますー|帰りに髪を切って帰って寝ます|髪整えて、猫の秘密基地にきてます|髪切り終わりまし|着替えて髪乾かしたら|髪切りにいくー！|髪切りました！
かも	うーん、そうかも！|かも|隣の席の女性、職場同じかも(笑|かも！|いつもと同じかも
両方	両方切った後
向かい風	向かい風ですw
お話し	また夜お話しよー|うんうん、またお話しようねっ
サイト	元サイトがないんだもの|おとつい登録したサイトから電話がありました…Σ（ﾟдﾟlll）|転職サイトだったwけど、案内してもらえそう。新小岩〜船橋駅の間で希望しました|就活サイトから、はやく住所決めてねって連絡ありました！|ビッグサイトへ船出するっ|帰ってサイト開いたー|サイトができてた！|なんと！諒さんはリハーサルじゃなくて、サイトオープン上手くいったのね！
兄	兄に見せようと思ったら、お仕事いっちゃったー|兄とカラオケですー|晩ごはん食べて、兄の彼女とあってきます|うーーん、兄は現実を見せてくれて非常に私も辛いんだ。諒さんも家族も比べられないくらい大切|兄と晩ご飯なので、帰りは10時くらいかと|明日、伊勢市駅から自宅まで兄の嫁と私がお迎えにあがります。大まかな時間教えてくださいな|父さん、こうすけ兄、ゆうすけ兄、ちえこさんまだ帰ってないです
爪	荷物爪終わるから！
詰め	詰め|ナッツの詰めわせ、、
指導	指導者さんは厳しくもいい人そう。|指導者さんからメッセージカード頂きました！|機器の業者、糖尿指導士、担当医のスケ合わせ
班	ほかの班はもう見学や血圧測定してるからちょっと焦るねーノ|ありゃ？実習班で集まってごはん食べてました
見学	ほかの班はもう見学や血圧測定してるからちょっと焦るねーノ|お仕事がんばったね！！私は見学ばかりでつまりません|もしかすると11〜12日に病院見学させてもらうかも！|珍しい処置があったから、見学してました！
血圧	ほかの班はもう見学や血圧測定してるからちょっと焦るねーノ
測定	ほかの班はもう見学や血圧測定してるからちょっと焦るねーノ|血糖測定の針をセットして刺す機械。この病院で新しく貰ってから全然使ってなかったら無くしちゃった。|いままで使ってた機械で指刺してるから測定はできるんだよ。
ーーー	なんとか乗り切りましたーーーbｸﾞｯ|えーーー|おつかれーーー|あったーーー|いえーーーい！
ｸﾞｯ	なんとか乗り切りましたーーーbｸﾞｯ
待機	バイト待機です
面談	面談？？|面談で遅くなりました
そっ	そっか！諒さんもファイト！|そっか！セーフだね|そっかほっ|そっかー、先に寝てるね|そっかー！|そっか！アイスノンもう一個かって帰るわ|そっか、食べてから帰ったほうが良かったかな…
ファイト	そっか！諒さんもファイト！|午後もファイト〜！
職場	いろんな職場に行けるのはメリットでもデメリットでもあるね|隣の席の女性、職場同じかも(笑|職場の近くに売ってたから買っちゃった。|今職場でたとこー|いまから職場へ行ってきます。|職場には無い！
メリット	いろんな職場に行けるのはメリットでもデメリットでもあるね
デメリット	いろんな職場に行けるのはメリットでもデメリットでもあるね
小降り	こんにちは。雨小降りだったけど晴れてきたよ
睡眠	今週の睡眠|でもおとついよりは睡眠時間長くなったよ|睡眠時間延ばしてとれたからいける！
バカップル	もっとバカップルにならないと無理だねーw
量	まぁ、量より質だと思います|血の量がいつもより多いの。
質	まぁ、量より質だと思います
東京	東京雷とか聞いたけど大丈夫？？|うん！東京どきどきする|東京より早起きしなきゃ|21:40東京くらいかな…うん、それくらい|ネイル落としました！東京駅でお土産買って、帰ります|ゆうさんたちは昼過ぎに東京出発したって。|三菱東京UFJ|東京と新宿駅は駅広いから乗り換え怖いのよね…
雷	東京雷とか聞いたけど大丈夫？？
家	家にいたら沸かすのにねw|帰ってきてからも家に1人は心配で|私も家に着きました|家についたら連絡しますっ|もう家着いちゃう！|家に戻ったよー。|このまま南の商店街で待ち合わせる？それとも一旦家かえる？|ペンみたいに握れるサイズで、中に針をセットできるヤツ。探してるヤツ以外はすべて今、手元にあるから。家で見つかったら探してる物なのよー。|まだ家に着いてないけど|家に帰れたー。|私の家まで送ってもらってる|家についたら|家に呼んで7時に|家ついたー。これからオムライスいってきます！
真面目	その方に真面目そうに見えない根拠をお聞きしたいなぁwww
根拠	その方に真面目そうに見えない根拠をお聞きしたいなぁwww|ならば根拠をもつ！
残業	残業まですることだってあるのにな。|諒さん、今日は残業だった？|残業かもーって電話で言ってたから|今日は残業ですか|残業でした|しかし残業中|残業ー。かえるー
褒美	自分のご褒美にちょっと高いカフェでプリンたべてます
カフェ	自分のご褒美にちょっと高いカフェでプリンたべてます|今日はカフェ行けそうよ！|同じ階のカフェに入ってるね
プリン	自分のご褒美にちょっと高いカフェでプリンたべてます
すき	諒さんすきだよー|すきー|りょーさんすきー！|すき！|諒さんすきすき♡|すき♡
寿司	お寿司食べに行ってました|帰りにさやちゃんとお寿司食べてきました|んーとね、お寿司かな？|ちらし寿司食べよ❤️|お寿司たべたい|いなり寿司もらったー！|まだ、お寿司買い出し勢がかえってないし、|お寿司！
注射	注射したらこっちからかけます|筋肉注射するための人形なんだけど
須藤	須藤さん？？
兄さん	お兄さんって言ってた人かな
疲れ	少し疲れが飛びました！|お疲れだね|きっと13日はお疲れだと思います。
学生	明日は学生のペア変えたから不安なところもあるけど、引っ張っていけるように頑張ります！|最強の看護学生めざします！
ペア	明日は学生のペア変えたから不安なところもあるけど、引っ張っていけるように頑張ります！|ペアのストラップ切れちゃった
ばあちゃん	諒さんのおばあちゃん、ほんとに人が良さそう|なんとなく寝てますおばあちゃんのことでひとみさんからもLINEが来たので伊勢にくるどころじゃないのでは？と思ってました|津山のおばあちゃん、亡くなったそうです。ひとみさんから連絡がありました。|おばあちゃん→としこ さん|おばあちゃんは、お父さんと連名にする？|浦安のおばあちゃんのことで話があるから、りょうに電話してくれるよう言っといてください。
レトリバー	レトリバー！
武士	武士！
お出かけ	お出かけ日和だねっ
日和	お出かけ日和だねっ
夏	夏だねー|夏頃には行きたいなって話をしてました
背	諒さん背高い！！|りょうさん細いし、背もあるし、色白だから条件揃ってるのよタークスコスプレいいなあ…
\/\/\/\/\/	諒さんにっこりしてる/////
セット	いっぱいお風呂セット入ってる！੭ु⁾⁾♡|血糖測定の針をセットして刺す機械。この病院で新しく貰ってから全然使ってなかったら無くしちゃった。|ペンみたいに握れるサイズで、中に針をセットできるヤツ。探してるヤツ以外はすべて今、手元にあるから。家で見つかったら探してる物なのよー。
両親	お誕生日会を両親にしてもらってました！|うん。両親とおじさん|両親にお話しました|3月は両親は忙しくて行けないって|おはよう。今度の伊勢行きのことなんだけど、やはりせっかく行くのだし食事は三時間もかからないと思うので、さきちゃんに万一のことがあった時のためにも一度おたくをみて、どんなまわりの環境なのかも知っときたいと思うの。ご迷惑ならタクシーで回り道して外からみるだけでいいし。もしよかったら御両親に聞いてみてください。お父さんもそういっています。
歓迎	歓迎会？？バンドかな
バンド	歓迎会？？バンドかな|バンド練習おつかれさま！|バンドかな|バンド練ふぁいとー！|別のバンド見ながらシオカラーズまで会場で少しずつ前へ
メッセージ	こっちにメッセージ届いてなかった！|指導者さんからメッセージカード頂きました！
早め	早めにレポートかいてます|早めに寝ます！|早めに行こうかなー？って22日行ったら23日諒さんお休み？|少し早めに行ったんだけど、混んでたからオーダーまでに50分とか|早めに終わりました|ほんと！早めに上がってくれるの嬉しい|夜に早めに寝ようかと|おつかれさま。49だったから早めに上がらせてもらって|どこも基本的に予約はなくても早めに行けば良さげ
レポート	早めにレポートかいてます|レポート半分おわった！|いまからレポートがんばるよー|レポートしながら待ってるから話せると思う♥︎|いまからレポートにとりかかるね。|レポート大詰めよー！|レポート難しい私もがんばるよー|あら、レポートしてるから話せたら話そう❁.*⋆✧°|ガストでレポート仕上げてます！|私も昨日寝ずに頑張ってさっきレポート提出したよー|レポート仕上げるのに勉強できなかったんよ|学校でレポート仕上げてます|レポート作業しながらでも良かったら|レポートおわりました！|レポートいまから頑張ります！|レポートにとりかかります|私はお家で課題レポート書いてます
はなし	おはなししよー？
事務所	シャンブルスポットの事務所の仮眠室借りて休んでます
おじさん	うん。両親とおじさん|変なおじさんに絡まれました
サングラス	あのサングラスの
元気	元気になった！|元気でた！ありがと♥︎|今日も元気にがんばろ〜！|ちょっと今日は上手くいかなくてネガティブだったけど、元気でました！|元気になりますように|また元気になったら話そ|ちょっと元気になったかな？|うーん😔多分意味はわからないから元気にバイバイしてくれると嬉しいけどね|思ってたより元気なので一緒に行きたいと急ですが可能でしょうか|元気戻ったし帰ります
苗字	諒さん、珍しい苗字の人周りに多いね|苗字だけでいいかな？
周り	諒さん、珍しい苗字の人周りに多いね|でも周りがもっと点数あがってるから順位は落ちちゃった
こう	やこうさん？
姪	姪っ子ちゃんどうだった？
感動	感動するよね！
ファイトー	こんにちは！もう少しファイトー！|ファイトー！
お茶	ん、お茶飲んで部屋に戻ります|なんもしないでしょ？お茶飲むだけだと|ルノアールでお茶してる|お茶するとかぐらいかな。
スト	ペアのストラップ切れちゃった
ラップ	ペアのストラップ切れちゃった|朝ごはんついでにラップや洗濯剤など買ってきました！
ディズニー	ディズニー|父親がディズニー行こうかな…なんて言ってきたので、多分諒さんに興味持ってるんだろうなぁ|ディズニーがどんなサービスを受けてみたい。って
カード	指導者さんからメッセージカード頂きました！|カード私のがあれば、出して来るね
涙	涙ちょちょぎれる|私も今日は涙目だったよー|疲れてしまいました。精神科、影響受けすぎて涙が止まらない|涙止まらん
ぎれる	涙ちょちょぎれる
最強	最強の看護学生めざします！
看護	最強の看護学生めざします！|いま看護ルーの人と電話終わったから6時30くらいの特急で行きます。|専門看護師さんとの相談終わり。先月と変わらず6.9%でした。|いま看護相談おわったところー。これから医師との診察？だー|眼科→採血検査→糖尿病看護相談待ちなう|今は、看護相談受けたらまた、眼科戻って混み具合を確認して|看護相談は保留でまた眼科きましたw|あと看護相談
電話	残業かもーって電話で言ってたから|おとつい登録したサイトから電話がありました…Σ（ﾟдﾟlll）|いま看護ルーの人と電話終わったから6時30くらいの特急で行きます。|はいっ、着き次第電話入れます|母と電話してまーす|おはよ。今度お盆にいったときめてきて欲しいことがあるので、りょうに電話してきて欲しいって言っといてください。猛暑なのでさきちゃんも気をつけてね。|浦野母さんから電話でお店変えてほしいって|また後から料理コースの注文に電話しなきゃいけません。|電話びっくりしたw|電話欲しいって|はーい。コープに電話してた|浦安のおばあちゃんのことで話があるから、りょうに電話してくれるよう言っといてください。|ボルボレッタから電話、メールで諒さんの着物確認漏れ|名倉さんに電話で聞いたよー。お花の見積もりが今日出来そう。なので挙式後にまとめて支払いお願いしますとのことでした！|サポートラインに電話しました！脂肪にささってないだろう。と|ちょこちょこ電話かけるけどなかなか…
！♡	さっすがー！♡|おきてた！♡|ぎゅー！♡
遅刻	遅刻しなかったかい？|3週間の実習記録は全部遅刻してる|遅刻しなかった？|遅刻しないようにいってらっしゃい！|遅刻させちゃってごめんね。|ギリギリ遅刻する！
はし	さてはしおんちゃん酔ってるな！w
酔いどれ	酔いどれ諒さん
終電	終電かな？
喫茶	喫茶でおはよー|昨日言ってたJAZZ喫茶来ました。お昼食べます|漫画喫茶で作業してた|小岩のジャズ喫茶は廃業してました
イチャイチャ	イチャイチャしてる？
麻雀	昨日ね、お父さんが西崎くんは麻雀できるの？ってきいてきたよ！|「全自動麻雀卓があるよー^^」|うんうん！からの麻雀できそうだね
パン	パンと合います
トマト	トマトが無性に食べたくて|今夜はトマト煮込み。気をつけて帰ってね
足	足すこしだけ痩せたかも！|足が|足でた
光	光の加減がいい具合だったのよ〜
加減	光の加減がいい具合だったのよ〜
バウンド	あー！バウンドさせるやつ！難しそう(；´Д`A
やつ	あー！バウンドさせるやつ！難しそう(；´Д`A|メディキュットっていうやつよ|やらしいやつは消してね！|ちなみに我が家はこんなやつ↑です|ばすのった！北口いきのやつ|ええやつ買うたわ(半ギレ|おやつまでもらった|おやつで軽く済ませてる|パンツ防止のやつ忘れたからなんとかせねば|たぶん私たち乗ってたやつ！
気持ち	バイトでもあまり気持ちの良くないこと認知症さんにかけられて気持ち上がらないー|私もネガティブになりやすいから、気持ち分かるよ|いやぁ、ほんと気持ち悪かった|朝の血糖値315でそれで気持ち悪かったみたい、すぐ5単位打って食べずに様子見るね|うん。諒さんの声もちょっと聞きたい気持ちもあるんだけどね（＾_＾）
認知	バイトでもあまり気持ちの良くないこと認知症さんにかけられて気持ち上がらないー|全盲、難聴、認知症の3コンボでどう関われば良いかわかんない
サッカー	サッカーやってるけど見れないや|サッカーの決勝はじまるよー
まさ	おつかれまさ
約束	約束今日とちがった！|ひとみお母さんと食べにいくの26日に約束取り付けますね
天然	天然の称号をいただきました
称号	天然の称号をいただきました
プール	プール泳いでたの
